source,target,source_type,target_type,chemical_weight,gap_weight,edge_type
LUAR,PVNL,I,I,1.0,0.0,chemical
LUAR,AVJR,I,I,4.0,1.0,both
LUAR,AVDL,I,I,5.0,0.0,chemical
LUAR,AVDR,I,I,14.0,0.0,chemical
LUAR,PVWL,I,I,3.0,3.0,both
LUAR,PVWR,I,I,2.0,3.0,both
LUAR,AVAL,I,I,13.0,2.0,both
LUAR,AVAR,I,I,31.0,4.0,both
LUAR,PVCR,I,I,9.0,0.0,chemical
LUAR,PDB,I,M,2.0,0.0,chemical
LUAR,hyp,I,M,1.0,0.0,chemical
LUAR,PVNR,I,I,0.0,2.0,gap
LUAR,AVJL,I,I,0.0,1.0,gap
LUAR,PVT,I,I,0.0,4.0,gap
PVNL,PQR,I,S,5.0,0.0,chemical
PVNL,PVDL,I,S,3.0,0.0,chemical
PVNL,BDUL,I,I,5.0,0.0,chemical
PVNL,BDUR,I,I,2.0,0.0,chemical
PVNL,PVPR,I,I,1.0,0.0,chemical
PVNL,LUAL,I,I,3.0,0.0,chemical
PVNL,PVNR,I,I,9.0,2.0,both
PVNL,AVG,I,I,2.0,0.0,chemical
PVNL,AVJL,I,I,6.0,5.0,both
PVNL,AVJR,I,I,8.0,1.0,both
PVNL,PVT,I,I,6.0,2.0,both
PVNL,AVDL,I,I,7.0,0.0,chemical
PVNL,AVDR,I,I,6.0,1.0,both
PVNL,AVL,I,I,1.0,0.0,chemical
PVNL,PVWL,I,I,4.0,0.0,chemical
PVNL,PVWR,I,I,1.0,0.0,chemical
PVNL,AVBR,I,I,2.0,7.0,both
PVNL,AVAL,I,I,6.0,1.0,both
PVNL,PVCL,I,I,5.0,2.0,both
PVNL,DD01,I,M,5.0,0.0,chemical
PVNL,VA12,I,M,1.0,0.0,chemical
PVNL,VD12,I,M,1.0,0.0,chemical
PVNL,vBWML11,I,M,5.0,0.0,chemical
PVNL,vBWML20,I,M,1.0,0.0,chemical
PVNL,vBWMR11,I,M,5.0,0.0,chemical
PVNL,vBWMR20,I,M,1.0,0.0,chemical
PVNL,hyp,I,M,3.0,2.0,both
PVNR,URXL,I,S,2.0,0.0,chemical
PVNR,PQR,I,S,4.0,0.0,chemical
PVNR,ALML,I,S,2.0,0.0,chemical
PVNR,PVDR,I,S,5.0,0.0,chemical
PVNR,CEPDL,I,S,2.0,0.0,chemical
PVNR,URBL,I,I,2.0,0.0,chemical
PVNR,BDUL,I,I,1.0,0.0,chemical
PVNR,PVR,I,I,1.0,0.0,chemical
PVNR,PVNR,I,I,1.0,0.0,chemical
PVNR,AVJL,I,I,1.0,0.0,chemical
PVNR,AVJR,I,I,1.0,5.0,both
PVNR,PVT,I,I,3.0,3.0,both
PVNR,AVDL,I,I,1.0,1.0,both
PVNR,AVDR,I,I,2.0,1.0,both
PVNR,AVL,I,I,3.0,0.0,chemical
PVNR,PVWL,I,I,9.0,0.0,chemical
PVNR,PVWR,I,I,2.0,6.0,both
PVNR,AVEL,I,I,5.0,0.0,chemical
PVNR,AVBR,I,I,1.0,2.0,both
PVNR,AVAL,I,I,5.0,0.0,chemical
PVNR,PVCR,I,I,2.0,0.0,chemical
PVNR,DB03,I,M,1.0,0.0,chemical
PVNR,DD02,I,M,1.0,0.0,chemical
PVNR,VA05,I,M,1.0,0.0,chemical
PVNR,VA11,I,M,1.0,0.0,chemical
PVNR,VD03,I,M,3.0,0.0,chemical
PVNR,VD04,I,M,6.0,0.0,chemical
PVNR,VD06,I,M,1.0,0.0,chemical
PVNR,VD07,I,M,1.0,0.0,chemical
PVNR,VD12,I,M,1.0,0.0,chemical
PVNR,VD13,I,M,1.0,1.0,both
PVNR,vBWML21,I,M,3.0,0.0,chemical
PVNR,vBWMR20,I,M,1.0,0.0,chemical
PVNR,vBWMR21,I,M,1.0,0.0,chemical
PVNR,hyp,I,M,9.0,0.0,chemical
PVNR,HSNR,I,M,1.0,2.0,both
PVNR,VC02,I,M,1.0,0.0,chemical
PVNR,DVC,I,I,0.0,1.0,gap
PVNR,AVBL,I,I,0.0,5.0,gap
PVNR,HSNL,I,M,0.0,2.0,gap
AVG,PHAL,I,S,3.0,0.0,chemical
AVG,PVQR,I,I,2.0,0.0,chemical
AVG,AVFL,I,I,3.0,0.0,chemical
AVG,PVNL,I,I,2.0,0.0,chemical
AVG,PVNR,I,I,4.0,0.0,chemical
AVG,AVG,I,I,2.0,0.0,chemical
AVG,DVC,I,I,2.0,12.0,both
AVG,AVJL,I,I,7.0,0.0,chemical
AVG,AVJR,I,I,3.0,1.0,both
AVG,PVT,I,I,2.0,4.0,both
AVG,AVDL,I,I,1.0,0.0,chemical
AVG,AVDR,I,I,3.0,0.0,chemical
AVG,AVEL,I,I,2.0,0.0,chemical
AVG,AVER,I,I,1.0,0.0,chemical
AVG,AVBL,I,I,5.0,0.0,chemical
AVG,AVBR,I,I,3.0,0.0,chemical
AVG,AVAL,I,I,3.0,0.0,chemical
AVG,AVAR,I,I,3.0,0.0,chemical
AVG,PVCL,I,I,1.0,0.0,chemical
AVG,PVCR,I,I,2.0,0.0,chemical
AVG,DA08,I,M,1.0,0.0,chemical
AVG,VA06,I,M,1.0,0.0,chemical
AVG,vBWML10,I,M,1.0,0.0,chemical
AVG,vBWML11,I,M,2.0,0.0,chemical
AVG,vBWML16,I,M,2.0,0.0,chemical
AVG,vBWMR16,I,M,2.0,0.0,chemical
AVG,hyp,I,M,2.0,6.0,both
AVG,VC01,I,M,2.0,0.0,chemical
AVG,AS11,I,M,0.0,1.0,gap
AVG,DD06,I,M,0.0,1.0,gap
DVB,PHCL,I,S,2.0,0.0,chemical
DVB,PVPL,I,I,10.0,0.0,chemical
DVB,DVC,I,I,5.0,15.0,both
DVB,AVL,I,I,21.0,14.0,both
DVB,DA08,I,M,10.0,5.0,both
DVB,PDA,I,M,2.0,0.0,chemical
DVB,DD06,I,M,10.0,3.0,both
DVB,VD13,I,M,1.0,5.0,both
DVB,hyp,I,M,12.0,0.0,chemical
DVB,int,I,M,13.0,0.0,chemical
DVB,mu_intL,I,M,3.0,0.0,chemical
DVB,mu_intR,I,M,1.0,0.0,chemical
DVB,DVB,I,I,0.0,2.0,gap
DVB,PVT,I,I,0.0,3.0,gap
DVB,AS11,I,M,0.0,4.0,gap
RIBL,BAGR,I,S,3.0,0.0,chemical
RIBL,CEPVL,I,S,5.0,0.0,chemical
RIBL,URYDL,I,S,3.0,0.0,chemical
RIBL,AUAL,I,I,9.0,0.0,chemical
RIBL,RIS,I,I,5.0,0.0,chemical
RIBL,RIGL,I,I,1.0,3.0,both
RIBL,AIBR,I,I,8.0,0.0,chemical
RIBL,DVC,I,I,1.0,0.0,chemical
RIBL,AVDR,I,I,4.0,0.0,chemical
RIBL,RIAL,I,I,6.0,1.0,both
RIBL,RIML,I,I,1.0,0.0,chemical
RIBL,AVEL,I,I,9.0,0.0,chemical
RIBL,AVER,I,I,14.0,0.0,chemical
RIBL,AVBR,I,I,1.0,3.0,both
RIBL,AVAL,I,I,5.0,0.0,chemical
RIBL,RMDR,I,M,1.0,0.0,chemical
RIBL,SMDVR,I,M,6.0,0.0,chemical
RIBL,RIBL,I,I,0.0,3.0,gap
RIBL,RIBR,I,I,0.0,15.0,gap
RIBL,AVBL,I,I,0.0,6.0,gap
RIBL,RMEV,I,M,0.0,2.0,gap
RIBL,SMDDL,I,M,0.0,3.0,gap
RIBL,SIBDL,I,M,0.0,5.0,gap
RIBL,SIBVR,I,M,0.0,2.0,gap
RIBL,SIADL,I,M,0.0,2.0,gap
RIBL,SIAVL,I,M,0.0,1.0,gap
RIBR,BAGL,I,S,8.0,0.0,chemical
RIBR,URYVR,I,S,2.0,0.0,chemical
RIBR,OLLR,I,S,1.0,0.0,chemical
RIBR,AINL,I,I,1.0,0.0,chemical
RIBR,RIH,I,I,2.0,0.0,chemical
RIBR,AUAR,I,I,2.0,0.0,chemical
RIBR,AIZR,I,I,2.0,0.0,chemical
RIBR,RIS,I,I,1.0,0.0,chemical
RIBR,RIGR,I,I,5.0,2.0,both
RIBR,AIBL,I,I,3.0,0.0,chemical
RIBR,RIAR,I,I,8.0,0.0,chemical
RIBR,AVEL,I,I,6.0,0.0,chemical
RIBR,AVER,I,I,4.0,0.0,chemical
RIBR,AVBL,I,I,2.0,2.0,both
RIBR,AVAR,I,I,6.0,0.0,chemical
RIBR,RMED,I,M,1.0,0.0,chemical
RIBR,RMDVR,I,M,1.0,0.0,chemical
RIBR,SMDDL,I,M,2.0,4.0,both
RIBR,SMDVL,I,M,2.0,0.0,chemical
RIBR,SMDVR,I,M,2.0,0.0,chemical
RIBR,RIBR,I,I,0.0,5.0,gap
RIBR,AVBR,I,I,0.0,3.0,gap
RIBR,SMDDR,I,M,0.0,2.0,gap
RIBR,SMBDR,I,M,0.0,2.0,gap
RIBR,SIBDR,I,M,0.0,2.0,gap
RIBR,SIBVR,I,M,0.0,6.0,gap
RIBR,SIADR,I,M,0.0,3.0,gap
RIBR,SIAVR,I,M,0.0,2.0,gap
RIGL,ADFL,I,S,1.0,0.0,chemical
RIGL,ADLL,I,S,2.0,0.0,chemical
RIGL,BAGR,I,S,3.0,0.0,chemical
RIGL,URXL,I,S,6.0,0.0,chemical
RIGL,ALNL,I,S,6.0,0.0,chemical
RIGL,DVA,I,S,1.0,0.0,chemical
RIGL,OLQVL,I,S,2.0,0.0,chemical
RIGL,RIH,I,I,2.0,0.0,chemical
RIGL,RIR,I,I,8.0,0.0,chemical
RIGL,AIZL,I,I,10.0,0.0,chemical
RIGL,AIZR,I,I,2.0,0.0,chemical
RIGL,PVPL,I,I,2.0,0.0,chemical
RIGL,RIBL,I,I,3.0,0.0,chemical
RIGL,RMGL,I,I,6.0,0.0,chemical
RIGL,AIBR,I,I,4.0,3.0,both
RIGL,AVKR,I,I,17.0,0.0,chemical
RIGL,AVEL,I,I,7.0,0.0,chemical
RIGL,AVER,I,I,1.0,0.0,chemical
RIGL,RMHR,I,M,23.0,0.0,chemical
RIGL,RIGR,I,I,0.0,81.0,gap
RIGL,AVKL,I,I,0.0,2.0,gap
RIGL,RMFL,I,I,0.0,1.0,gap
RIGL,RMEL,I,M,0.0,2.0,gap
RIGL,VD01,I,M,0.0,3.0,gap
RIGR,AFDR,I,S,1.0,0.0,chemical
RIGR,BAGL,I,S,2.0,0.0,chemical
RIGR,URXR,I,S,3.0,0.0,chemical
RIGR,ALNR,I,S,3.0,0.0,chemical
RIGR,DVA,I,S,4.0,0.0,chemical
RIGR,URYVR,I,S,2.0,0.0,chemical
RIGR,OLQVR,I,S,2.0,0.0,chemical
RIGR,RIR,I,I,5.0,0.0,chemical
RIGR,AIZR,I,I,5.0,0.0,chemical
RIGR,RIBR,I,I,2.0,0.0,chemical
RIGR,AIBL,I,I,2.0,3.0,both
RIGR,AVKL,I,I,21.0,1.0,both
RIGR,AVKR,I,I,5.0,2.0,both
RIGR,DVC,I,I,2.0,0.0,chemical
RIGR,PVT,I,I,5.0,0.0,chemical
RIGR,AVDL,I,I,1.0,0.0,chemical
RIGR,RIAR,I,I,3.0,0.0,chemical
RIGR,AVER,I,I,4.0,0.0,chemical
RIGR,RMHL,I,M,17.0,0.0,chemical
RIGR,RMFL,I,I,0.0,1.0,gap
RIGR,VD01,I,M,0.0,2.0,gap
RMGL,ASHL,I,S,1.0,0.0,chemical
RMGL,ADLL,I,S,1.0,0.0,chemical
RMGL,URXL,I,S,3.0,0.0,chemical
RMGL,CEPDL,I,S,1.0,0.0,chemical
RMGL,AIML,I,I,3.0,0.0,chemical
RMGL,ADAL,I,I,4.0,0.0,chemical
RMGL,RIFL,I,I,1.0,0.0,chemical
RMGL,AVFR,I,I,1.0,0.0,chemical
RMGL,PVPL,I,I,1.0,0.0,chemical
RMGL,AIBR,I,I,2.0,0.0,chemical
RMGL,SAADL,I,I,1.0,0.0,chemical
RMGL,AVEL,I,I,2.0,2.0,both
RMGL,RID,I,I,2.0,0.0,chemical
RMGL,AVBR,I,I,3.0,0.0,chemical
RMGL,AVAL,I,I,3.0,0.0,chemical
RMGL,RMDDR,I,M,1.0,1.0,both
RMGL,RMDL,I,M,2.0,0.0,chemical
RMGL,RMDR,I,M,16.0,0.0,chemical
RMGL,RMDVL,I,M,15.0,0.0,chemical
RMGL,RMHL,I,M,1.0,6.0,both
RMGL,RMHR,I,M,4.0,0.0,chemical
RMGL,SMDDL,I,M,1.0,0.0,chemical
RMGL,SMDDR,I,M,2.0,0.0,chemical
RMGL,SMBVL,I,M,2.0,0.0,chemical
RMGL,SIBDR,I,M,1.0,0.0,chemical
RMGL,SIBVL,I,M,4.0,0.0,chemical
RMGL,SIBVR,I,M,4.0,0.0,chemical
RMGL,SIADL,I,M,2.0,0.0,chemical
RMGL,SIADR,I,M,2.0,0.0,chemical
RMGL,SIAVL,I,M,4.0,0.0,chemical
RMGL,dBWML4,I,M,7.0,0.0,chemical
RMGL,dBWML5,I,M,1.0,0.0,chemical
RMGL,vBWML5,I,M,2.0,0.0,chemical
RMGR,ASHR,I,S,1.0,0.0,chemical
RMGR,URXR,I,S,3.0,0.0,chemical
RMGR,ALNR,I,S,4.0,0.0,chemical
RMGR,ALMR,I,S,1.0,0.0,chemical
RMGR,ADER,I,S,2.0,0.0,chemical
RMGR,IL2R,I,S,2.0,0.0,chemical
RMGR,OLLR,I,S,1.0,0.0,chemical
RMGR,AIMR,I,I,2.0,0.0,chemical
RMGR,RIR,I,I,1.0,0.0,chemical
RMGR,ADAR,I,I,2.0,0.0,chemical
RMGR,RIGR,I,I,2.0,0.0,chemical
RMGR,SAADL,I,I,3.0,0.0,chemical
RMGR,SAAVR,I,I,1.0,0.0,chemical
RMGR,AVJL,I,I,4.0,0.0,chemical
RMGR,AVDL,I,I,2.0,0.0,chemical
RMGR,AVER,I,I,6.0,0.0,chemical
RMGR,AVBL,I,I,2.0,0.0,chemical
RMGR,AVBR,I,I,3.0,0.0,chemical
RMGR,AVAL,I,I,1.0,0.0,chemical
RMGR,RMDDL,I,M,1.0,0.0,chemical
RMGR,RMDL,I,M,20.0,0.0,chemical
RMGR,RMDR,I,M,7.0,0.0,chemical
RMGR,RMDVR,I,M,23.0,0.0,chemical
RMGR,SMBVR,I,M,1.0,3.0,both
RMGR,SIBDL,I,M,2.0,0.0,chemical
RMGR,SIADL,I,M,1.0,0.0,chemical
RMGR,SIAVR,I,M,2.0,0.0,chemical
RMGR,dBWMR5,I,M,3.0,0.0,chemical
RMGR,vBWMR8,I,M,2.0,0.0,chemical
RMGR,RMHL,I,M,0.0,1.0,gap
RMGR,RMHR,I,M,0.0,4.0,gap
AIBL,ASHL,I,S,1.0,0.0,chemical
AIBL,ASHR,I,S,3.0,0.0,chemical
AIBL,FLPL,I,S,1.0,0.0,chemical
AIBL,AIZR,I,I,7.0,0.0,chemical
AIBL,RIFL,I,I,1.0,0.0,chemical
AIBL,RIBR,I,I,16.0,0.0,chemical
AIBL,RIGR,I,I,5.0,0.0,chemical
AIBL,AIBL,I,I,2.0,0.0,chemical
AIBL,SAADL,I,I,6.0,0.0,chemical
AIBL,SAADR,I,I,10.0,0.0,chemical
AIBL,SAAVL,I,I,3.0,0.0,chemical
AIBL,SAAVR,I,I,1.0,0.0,chemical
AIBL,RIML,I,I,1.0,0.0,chemical
AIBL,RIMR,I,I,56.0,1.0,both
AIBL,AVEL,I,I,1.0,0.0,chemical
AIBL,RMFR,I,I,6.0,0.0,chemical
AIBL,AVBL,I,I,21.0,0.0,chemical
AIBL,AVAL,I,I,5.0,0.0,chemical
AIBL,SMDDR,I,M,16.0,1.0,both
AIBL,SMDVR,I,M,4.0,0.0,chemical
AIBL,SIBVR,I,M,2.0,0.0,chemical
AIBL,SIADR,I,M,2.0,1.0,both
AIBL,SIAVR,I,M,2.0,0.0,chemical
AIBL,DVC,I,I,0.0,2.0,gap
AIBL,RMED,I,M,0.0,2.0,gap
AIBL,RIVL,I,M,0.0,1.0,gap
AIBR,AWCR,I,S,1.0,0.0,chemical
AIBR,ADLR,I,S,1.0,0.0,chemical
AIBR,AQR,I,S,1.0,0.0,chemical
AIBR,DVA,I,S,1.0,0.0,chemical
AIBR,AIYR,I,I,1.0,0.0,chemical
AIBR,AIAR,I,I,1.0,0.0,chemical
AIBR,AUAL,I,I,1.0,0.0,chemical
AIBR,RIBL,I,I,11.0,0.0,chemical
AIBR,RIGL,I,I,1.0,0.0,chemical
AIBR,RICR,I,I,1.0,1.0,both
AIBR,SAADL,I,I,2.0,0.0,chemical
AIBR,SAADR,I,I,2.0,0.0,chemical
AIBR,SAAVR,I,I,1.0,0.0,chemical
AIBR,RIAL,I,I,2.0,0.0,chemical
AIBR,RIML,I,I,47.0,2.0,both
AIBR,RIMR,I,I,5.0,0.0,chemical
AIBR,AVEL,I,I,4.0,0.0,chemical
AIBR,RMFL,I,I,1.0,0.0,chemical
AIBR,AVBR,I,I,13.0,0.0,chemical
AIBR,AVAR,I,I,2.0,0.0,chemical
AIBR,SMDDL,I,M,17.0,2.0,both
AIBR,SMDVL,I,M,7.0,0.0,chemical
AIBR,SIBDL,I,M,1.0,0.0,chemical
AIBR,SIBDR,I,M,1.0,0.0,chemical
AIBR,SIADL,I,M,1.0,0.0,chemical
AIBR,VB01,I,M,3.0,0.0,chemical
AIBR,DVC,I,I,0.0,9.0,gap
AIBR,PVT,I,I,0.0,1.0,gap
AIBR,RIVR,I,M,0.0,3.0,gap
AIBR,SIAVL,I,M,0.0,1.0,gap
RICL,ADLR,I,S,2.0,0.0,chemical
RICL,CEPDL,I,S,1.0,0.0,chemical
RICL,CEPVL,I,S,2.0,0.0,chemical
RICL,OLQVL,I,S,1.0,0.0,chemical
RICL,URBR,I,I,2.0,0.0,chemical
RICL,ADAL,I,I,1.0,0.0,chemical
RICL,ADAR,I,I,7.0,0.0,chemical
RICL,RICR,I,I,2.0,0.0,chemical
RICL,SAAVL,I,I,2.0,0.0,chemical
RICL,RIML,I,I,1.0,0.0,chemical
RICL,RIMR,I,I,8.0,0.0,chemical
RICL,RMFR,I,I,2.0,0.0,chemical
RICL,AVAL,I,I,15.0,0.0,chemical
RICL,AVAR,I,I,18.0,0.0,chemical
RICL,RIVR,I,M,4.0,0.0,chemical
RICL,SMDDL,I,M,11.0,0.0,chemical
RICL,SMDDR,I,M,8.0,0.0,chemical
RICL,SMDVR,I,M,1.0,0.0,chemical
RICL,SMBDL,I,M,5.0,0.0,chemical
RICL,SMBDR,I,M,1.0,0.0,chemical
RICL,AVKR,I,I,0.0,4.0,gap
RICR,CEPDL,I,S,1.0,0.0,chemical
RICR,CEPDR,I,S,1.0,0.0,chemical
RICR,URBR,I,I,2.0,0.0,chemical
RICR,AIZL,I,I,6.0,0.0,chemical
RICR,ADAR,I,I,2.0,0.0,chemical
RICR,RMGL,I,I,1.0,0.0,chemical
RICR,AIBL,I,I,2.0,0.0,chemical
RICR,AIBR,I,I,2.0,0.0,chemical
RICR,RICL,I,I,3.0,0.0,chemical
RICR,AVKR,I,I,1.0,0.0,chemical
RICR,RIML,I,I,10.0,0.0,chemical
RICR,RIMR,I,I,1.0,0.0,chemical
RICR,RMFL,I,I,1.0,0.0,chemical
RICR,AVAL,I,I,15.0,0.0,chemical
RICR,AVAR,I,I,13.0,0.0,chemical
RICR,RIVL,I,M,1.0,0.0,chemical
RICR,SMDDL,I,M,9.0,0.0,chemical
RICR,SMDDR,I,M,9.0,0.0,chemical
RICR,SMDVL,I,M,6.0,0.0,chemical
RICR,SMDVR,I,M,3.0,0.0,chemical
RICR,SMBDR,I,M,3.0,0.0,chemical
RICR,VB01,I,M,7.0,0.0,chemical
RICR,AVKL,I,I,0.0,2.0,gap
RICR,RMHR,I,M,0.0,1.0,gap
SAADL,OLLR,I,S,4.0,0.0,chemical
SAADL,RIGL,I,I,1.0,0.0,chemical
SAADL,AIBL,I,I,1.0,0.0,chemical
SAADL,RIML,I,I,11.0,0.0,chemical
SAADL,RIMR,I,I,16.0,0.0,chemical
SAADL,RMFR,I,I,1.0,0.0,chemical
SAADL,AVAL,I,I,17.0,0.0,chemical
SAADL,RMDVR,I,M,1.0,1.0,both
SAADL,RIVR,I,M,1.0,1.0,both
SAADL,SABD,I,M,2.0,0.0,chemical
SAADL,SIBVR,I,M,1.0,0.0,chemical
SAADL,dBWMR3,I,M,7.0,0.0,chemical
SAADL,dBWMR4,I,M,3.0,0.0,chemical
SAADL,dBWMR6,I,M,2.0,0.0,chemical
SAADL,hyp,I,M,2.0,0.0,chemical
SAADL,SMBDL,I,M,0.0,3.0,gap
SAADR,PLNR,I,S,1.0,0.0,chemical
SAADR,OLLL,I,S,3.0,0.0,chemical
SAADR,RMGL,I,I,1.0,0.0,chemical
SAADR,AIBL,I,I,1.0,0.0,chemical
SAADR,AIBR,I,I,1.0,0.0,chemical
SAADR,RIML,I,I,14.0,0.0,chemical
SAADR,RIMR,I,I,23.0,0.0,chemical
SAADR,RMFL,I,I,5.0,1.0,both
SAADR,RMFR,I,I,1.0,0.0,chemical
SAADR,AVAL,I,I,1.0,0.0,chemical
SAADR,AVAR,I,I,26.0,0.0,chemical
SAADR,SABD,I,M,2.0,0.0,chemical
SAADR,SMDVL,I,M,5.0,0.0,chemical
SAADR,SMBDR,I,M,2.0,0.0,chemical
SAADR,SMBVR,I,M,1.0,0.0,chemical
SAADR,dBWML3,I,M,7.0,0.0,chemical
SAADR,dBWML4,I,M,3.0,0.0,chemical
SAADR,dBWML6,I,M,2.0,0.0,chemical
SAADR,hyp,I,M,2.0,0.0,chemical
SAADR,RMDDR,I,M,0.0,1.0,gap
SAADR,RIVL,I,M,0.0,2.0,gap
SAAVL,OLLR,I,S,1.0,0.0,chemical
SAAVL,AIBL,I,I,1.0,0.0,chemical
SAAVL,RIML,I,I,5.0,0.0,chemical
SAAVL,RIMR,I,I,33.0,0.0,chemical
SAAVL,RMFR,I,I,11.0,0.0,chemical
SAAVL,AVAL,I,I,56.0,0.0,chemical
SAAVL,SABD,I,M,1.0,0.0,chemical
SAAVL,SMDDR,I,M,18.0,0.0,chemical
SAAVL,SMDVL,I,M,1.0,8.0,both
SAAVL,SMBDR,I,M,2.0,2.0,both
SAAVL,vBWMR3,I,M,7.0,0.0,chemical
SAAVL,vBWMR4,I,M,3.0,0.0,chemical
SAAVL,vBWMR6,I,M,2.0,0.0,chemical
SAAVL,vBWML9,I,M,1.0,0.0,chemical
SAAVL,hyp,I,M,2.0,0.0,chemical
SAAVL,SAAVR,I,I,0.0,1.0,gap
SAAVL,RMDVL,I,M,0.0,3.0,gap
SAAVL,SMBVR,I,M,0.0,17.0,gap
SAAVR,ASIR,I,S,1.0,0.0,chemical
SAAVR,ALNR,I,S,1.0,0.0,chemical
SAAVR,IL1DL,I,S,12.0,0.0,chemical
SAAVR,AIBR,I,I,1.0,0.0,chemical
SAAVR,SAAVR,I,I,1.0,0.0,chemical
SAAVR,RIAR,I,I,1.0,1.0,both
SAAVR,RIML,I,I,12.0,0.0,chemical
SAAVR,RIMR,I,I,7.0,0.0,chemical
SAAVR,AVBL,I,I,1.0,0.0,chemical
SAAVR,AVAR,I,I,39.0,1.0,both
SAAVR,RIPL,I,I,12.0,0.0,chemical
SAAVR,RMEV,I,M,1.0,0.0,chemical
SAAVR,SMDDL,I,M,17.0,4.0,both
SAAVR,SMBDL,I,M,1.0,1.0,both
SAAVR,vBWML3,I,M,7.0,0.0,chemical
SAAVR,vBWML4,I,M,3.0,0.0,chemical
SAAVR,vBWML6,I,M,2.0,0.0,chemical
SAAVR,hyp,I,M,2.0,0.0,chemical
SAAVR,RMFL,I,I,0.0,1.0,gap
SAAVR,RMDVR,I,M,0.0,9.0,gap
SAAVR,SMBVL,I,M,0.0,16.0,gap
SAAVR,VB01,I,M,0.0,1.0,gap
AVKL,AVM,I,S,2.0,0.0,chemical
AVKL,DVA,I,S,1.0,0.0,chemical
AVKL,PDEL,I,S,2.0,0.0,chemical
AVKL,PDER,I,S,1.0,0.0,chemical
AVKL,SAADL,I,I,1.0,0.0,chemical
AVKL,SAADR,I,I,3.0,0.0,chemical
AVKL,RIML,I,I,3.0,0.0,chemical
AVKL,RIMR,I,I,2.0,0.0,chemical
AVKL,AVEL,I,I,4.0,0.0,chemical
AVKL,AVER,I,I,2.0,0.0,chemical
AVKL,RMFL,I,I,2.0,0.0,chemical
AVKL,AVBL,I,I,2.0,0.0,chemical
AVKL,RMDL,I,M,1.0,0.0,chemical
AVKL,RIVL,I,M,5.0,0.0,chemical
AVKL,SIBDR,I,M,2.0,0.0,chemical
AVKL,SIAVR,I,M,2.0,0.0,chemical
AVKL,VB01,I,M,3.0,0.0,chemical
AVKL,vBWMR6,I,M,2.0,0.0,chemical
AVKL,vBWML11,I,M,3.0,0.0,chemical
AVKL,vBWMR11,I,M,3.0,0.0,chemical
AVKL,hyp,I,M,8.0,1.0,both
AVKL,AVKR,I,I,0.0,9.0,gap
AVKL,PVT,I,I,0.0,5.0,gap
AVKL,AVL,I,I,0.0,3.0,gap
AVKL,SMBDL,I,M,0.0,2.0,gap
AVKL,SMBDR,I,M,0.0,2.0,gap
AVKL,SMBVL,I,M,0.0,6.0,gap
AVKL,SMBVR,I,M,0.0,2.0,gap
AVKL,AS10,I,M,0.0,1.0,gap
AVKL,AS11,I,M,0.0,1.0,gap
AVKL,VB10,I,M,0.0,1.0,gap
AVKL,VB11,I,M,0.0,1.0,gap
AVKR,PVM,I,S,2.0,0.0,chemical
AVKR,PVQL,I,I,1.0,0.0,chemical
AVKR,BDUL,I,I,3.0,0.0,chemical
AVKR,PVPL,I,I,1.0,0.0,chemical
AVKR,RIGL,I,I,1.0,0.0,chemical
AVKR,RMGL,I,I,2.0,0.0,chemical
AVKR,SAADL,I,I,2.0,0.0,chemical
AVKR,AVKL,I,I,3.0,0.0,chemical
AVKR,RIML,I,I,5.0,0.0,chemical
AVKR,RIMR,I,I,3.0,1.0,both
AVKR,RMFL,I,I,2.0,0.0,chemical
AVKR,RMDL,I,M,1.0,0.0,chemical
AVKR,RMDR,I,M,2.0,0.0,chemical
AVKR,RMHR,I,M,1.0,0.0,chemical
AVKR,SMDDR,I,M,3.0,0.0,chemical
AVKR,SMDVR,I,M,1.0,0.0,chemical
AVKR,SMBDL,I,M,3.0,1.0,both
AVKR,SIADL,I,M,3.0,0.0,chemical
AVKR,vBWML9,I,M,2.0,0.0,chemical
AVKR,vBWML11,I,M,1.0,0.0,chemical
AVKR,vBWMR9,I,M,1.0,0.0,chemical
AVKR,vBWMR22,I,M,3.0,0.0,chemical
AVKR,hyp,I,M,2.0,34.0,both
AVKR,PVT,I,I,0.0,1.0,gap
AVKR,AVER,I,I,0.0,1.0,gap
AVKR,SMBDR,I,M,0.0,9.0,gap
AVKR,SMBVR,I,M,0.0,6.0,gap
DVC,PVDR,I,S,1.0,0.0,chemical
DVC,RIBL,I,I,2.0,0.0,chemical
DVC,RIBR,I,I,6.0,0.0,chemical
DVC,RIGL,I,I,16.0,0.0,chemical
DVC,RIGR,I,I,13.0,0.0,chemical
DVC,AIBL,I,I,3.0,0.0,chemical
DVC,AIBR,I,I,3.0,0.0,chemical
DVC,AVKL,I,I,2.0,0.0,chemical
DVC,PVT,I,I,1.0,11.0,both
DVC,RMFL,I,I,14.0,0.0,chemical
DVC,RMFR,I,I,9.0,0.0,chemical
DVC,AVBL,I,I,1.0,0.0,chemical
DVC,AVAL,I,I,14.0,0.0,chemical
DVC,AVAR,I,I,16.0,0.0,chemical
DVC,URAVL,I,M,1.0,0.0,chemical
DVC,RIVR,I,M,2.0,0.0,chemical
DVC,VD09,I,M,2.0,0.0,chemical
DVC,vBWMR20,I,M,2.0,0.0,chemical
DVC,CEPshVR,I,M,2.0,0.0,chemical
DVC,AVL,I,I,0.0,22.0,gap
DVC,DD06,I,M,0.0,1.0,gap
